Post ID,Platform,User ID,Post Content,Post Date,Likes,Comments,Shares
6294,LinkedIn,4134,Content of post #6294 on LinkedIn,2023-02-07,2662,24,81
6295,Facebook,3366,Content of post #6295 on Facebook,2024-09-16,1435,119,387
6296,Facebook,3821,Content of post #6296 on Facebook,2024-09-07,3161,172,23
6297,Twitter,2092,Content of post #6297 on Twitter,2023-10-21,3206,194,239
6298,Facebook,1111,Content of post #6298 on Facebook,2023-12-10,2691,14,251
6299,LinkedIn,4149,Content of post #6299 on LinkedIn,2024-06-22,1687,89,82
6300,Twitter,2538,Content of post #6300 on Twitter,2023-06-07,3836,143,228
6301,LinkedIn,4184,Content of post #6301 on LinkedIn,2024-04-11,997,56,176
6302,TikTok,4853,Content of post #6302 on TikTok,2024-12-01,1746,3,260
6303,Facebook,2790,Content of post #6303 on Facebook,2024-09-30,2401,130,104
6304,Instagram,2316,Content of post #6304 on Instagram,2023-11-08,2298,159,403
6305,Twitter,1685,Content of post #6305 on Twitter,2024-10-23,3249,66,289
6306,TikTok,1087,Content of post #6306 on TikTok,2024-02-05,3154,120,7
6307,Instagram,2334,Content of post #6307 on Instagram,2024-08-02,3792,8,180
6308,LinkedIn,2785,Content of post #6308 on LinkedIn,2023-05-15,1007,185,288
6309,Twitter,1623,Content of post #6309 on Twitter,2024-10-10,2238,141,412
6310,TikTok,2741,Content of post #6310 on TikTok,2023-09-01,4758,2,3
6311,Instagram,4000,Content of post #6311 on Instagram,2024-01-04,3031,115,325
6312,Facebook,706,Content of post #6312 on Facebook,2023-08-20,1298,137,94
6313,LinkedIn,4854,Content of post #6313 on LinkedIn,2024-02-27,4801,37,284
6314,Twitter,3492,Content of post #6314 on Twitter,2023-12-29,2207,102,401
6315,Facebook,1945,Content of post #6315 on Facebook,2024-03-28,2742,199,336
6316,Instagram,4476,Content of post #6316 on Instagram,2024-01-17,3288,143,147
6317,Facebook,4013,Content of post #6317 on Facebook,2024-10-17,1081,152,473
6318,TikTok,3755,Content of post #6318 on TikTok,2024-10-15,4493,86,6
6319,Facebook,3603,Content of post #6319 on Facebook,2023-03-26,3580,137,493
6320,Instagram,3672,Content of post #6320 on Instagram,2023-02-09,3485,113,320
6321,Twitter,1287,Content of post #6321 on Twitter,2024-10-13,237,116,64
6322,Twitter,209,Content of post #6322 on Twitter,2025-01-04,3506,148,209
6323,Instagram,4877,Content of post #6323 on Instagram,2023-10-13,681,152,264
6324,Instagram,4037,Content of post #6324 on Instagram,2024-01-26,2744,51,184
6325,LinkedIn,2528,Content of post #6325 on LinkedIn,2023-04-18,2297,67,315
6326,Facebook,28,Content of post #6326 on Facebook,2024-04-01,3619,56,413
6327,LinkedIn,1321,Content of post #6327 on LinkedIn,2023-11-14,4637,163,363
6328,Twitter,3983,Content of post #6328 on Twitter,2023-01-01,4240,88,404
6329,LinkedIn,143,Content of post #6329 on LinkedIn,2023-03-22,4664,185,316
6330,Facebook,277,Content of post #6330 on Facebook,2024-02-26,3452,142,43
6331,Facebook,3239,Content of post #6331 on Facebook,2023-02-17,4334,139,68
6332,Instagram,1559,Content of post #6332 on Instagram,2023-10-04,4053,113,301
6333,LinkedIn,3918,Content of post #6333 on LinkedIn,2023-05-28,2095,182,41
6334,Instagram,4031,Content of post #6334 on Instagram,2023-03-13,2944,85,347
6335,Facebook,1038,Content of post #6335 on Facebook,2025-02-04,1421,183,269
6336,Facebook,3154,Content of post #6336 on Facebook,2023-10-31,1098,101,111
6337,Instagram,2438,Content of post #6337 on Instagram,2024-05-18,657,68,407
6338,TikTok,2930,Content of post #6338 on TikTok,2024-12-29,3304,81,381
6339,LinkedIn,2378,Content of post #6339 on LinkedIn,2023-08-14,4827,72,416
6340,TikTok,3905,Content of post #6340 on TikTok,2025-01-25,3304,23,240
6341,Twitter,3374,Content of post #6341 on Twitter,2024-07-02,3367,157,319
6342,Instagram,3254,Content of post #6342 on Instagram,2024-05-09,1294,80,268
6343,Instagram,241,Content of post #6343 on Instagram,2024-12-23,3458,71,443
6344,Instagram,2172,Content of post #6344 on Instagram,2024-11-17,114,66,365
6345,TikTok,2507,Content of post #6345 on TikTok,2023-03-27,68,111,304
6346,Facebook,1666,Content of post #6346 on Facebook,2023-04-07,2376,192,458
6347,LinkedIn,2979,Content of post #6347 on LinkedIn,2024-10-23,4447,54,262
6348,Twitter,3205,Content of post #6348 on Twitter,2025-01-06,3192,1,65
6349,Twitter,353,Content of post #6349 on Twitter,2024-12-20,3257,30,320
6350,TikTok,668,Content of post #6350 on TikTok,2023-08-23,4026,176,369
6351,Facebook,2319,Content of post #6351 on Facebook,2025-01-18,3729,199,208
6352,TikTok,4018,Content of post #6352 on TikTok,2023-03-19,3549,50,494
6353,LinkedIn,340,Content of post #6353 on LinkedIn,2023-02-08,2956,106,392
6354,TikTok,3258,Content of post #6354 on TikTok,2024-04-13,1754,149,252
6355,Instagram,1050,Content of post #6355 on Instagram,2023-06-09,4755,82,249
6356,Facebook,3872,Content of post #6356 on Facebook,2024-03-10,4085,31,482
6357,Twitter,4285,Content of post #6357 on Twitter,2023-10-13,4953,190,422
6358,Facebook,959,Content of post #6358 on Facebook,2023-09-22,554,66,274
6359,LinkedIn,1839,Content of post #6359 on LinkedIn,2024-01-16,3718,37,297
6360,Facebook,1569,Content of post #6360 on Facebook,2024-11-13,968,152,472
6361,Twitter,2975,Content of post #6361 on Twitter,2024-07-17,3001,41,365
6362,Instagram,636,Content of post #6362 on Instagram,2024-09-05,1685,180,154
6363,LinkedIn,1596,Content of post #6363 on LinkedIn,2023-03-31,4113,63,197
6364,LinkedIn,3669,Content of post #6364 on LinkedIn,2024-01-11,335,50,350
6365,LinkedIn,534,Content of post #6365 on LinkedIn,2025-01-28,1486,90,56
6366,Twitter,4427,Content of post #6366 on Twitter,2023-07-09,2920,197,28
6367,Instagram,2770,Content of post #6367 on Instagram,2023-08-26,914,113,92
6368,Instagram,1927,Content of post #6368 on Instagram,2023-01-14,3020,42,189
6369,Twitter,4506,Content of post #6369 on Twitter,2024-05-14,844,99,335
6370,TikTok,4548,Content of post #6370 on TikTok,2023-02-25,102,17,287
6371,Twitter,1141,Content of post #6371 on Twitter,2024-01-04,2834,48,107
6372,TikTok,3087,Content of post #6372 on TikTok,2023-03-20,4819,51,116
6373,TikTok,3092,Content of post #6373 on TikTok,2024-07-21,2799,169,248
6374,TikTok,2001,Content of post #6374 on TikTok,2024-08-14,828,122,432
6375,TikTok,3274,Content of post #6375 on TikTok,2024-12-28,2060,167,164
6376,Twitter,696,Content of post #6376 on Twitter,2024-12-26,1790,112,98
6377,Instagram,4751,Content of post #6377 on Instagram,2024-06-10,3173,114,408
6378,Twitter,3937,Content of post #6378 on Twitter,2023-03-06,4815,106,386
6379,Instagram,4736,Content of post #6379 on Instagram,2024-05-03,4268,186,350
6380,Facebook,3265,Content of post #6380 on Facebook,2023-08-22,3555,60,87
6381,TikTok,1084,Content of post #6381 on TikTok,2023-12-08,482,155,35
6382,Twitter,262,Content of post #6382 on Twitter,2023-01-23,3437,8,465
6383,TikTok,4703,Content of post #6383 on TikTok,2024-10-06,2617,186,165
6384,TikTok,1238,Content of post #6384 on TikTok,2023-04-27,2061,164,399
6385,Facebook,2631,Content of post #6385 on Facebook,2023-08-24,1418,30,294
6386,Twitter,1300,Content of post #6386 on Twitter,2024-04-06,155,59,327
6387,Facebook,3073,Content of post #6387 on Facebook,2024-01-31,851,62,127
6388,Instagram,3338,Content of post #6388 on Instagram,2023-11-30,3210,182,465
6389,TikTok,2504,Content of post #6389 on TikTok,2024-06-29,857,136,118
6390,Facebook,2068,Content of post #6390 on Facebook,2025-01-23,1690,153,83
6391,LinkedIn,915,Content of post #6391 on LinkedIn,2024-11-21,3795,2,163
6392,Facebook,4617,Content of post #6392 on Facebook,2024-04-28,609,87,265
6393,Twitter,2416,Content of post #6393 on Twitter,2023-03-09,2916,18,1
6394,LinkedIn,4926,Content of post #6394 on LinkedIn,2023-04-10,594,59,303
6395,LinkedIn,1716,Content of post #6395 on LinkedIn,2024-11-23,4118,74,282
6396,Instagram,565,Content of post #6396 on Instagram,2023-12-20,1370,99,399
6397,Instagram,4198,Content of post #6397 on Instagram,2024-07-10,3267,93,408
6398,Twitter,249,Content of post #6398 on Twitter,2023-08-06,2114,4,7
6399,LinkedIn,2755,Content of post #6399 on LinkedIn,2024-06-30,4672,30,432
6400,Twitter,569,Content of post #6400 on Twitter,2023-04-06,292,133,19
6401,Facebook,667,Content of post #6401 on Facebook,2024-03-02,4233,12,487
6402,LinkedIn,2903,Content of post #6402 on LinkedIn,2024-12-25,4259,24,177
6403,Facebook,1667,Content of post #6403 on Facebook,2024-04-28,2008,56,258
6404,Facebook,4073,Content of post #6404 on Facebook,2024-01-02,972,83,438
6405,Twitter,3127,Content of post #6405 on Twitter,2024-10-05,4606,28,119
6406,Twitter,2689,Content of post #6406 on Twitter,2023-05-04,2640,85,285
6407,LinkedIn,3740,Content of post #6407 on LinkedIn,2024-03-23,1013,58,239
6408,LinkedIn,2386,Content of post #6408 on LinkedIn,2024-11-07,1145,38,366
6409,LinkedIn,4004,Content of post #6409 on LinkedIn,2023-04-14,1881,168,150
6410,Facebook,2546,Content of post #6410 on Facebook,2024-09-16,3697,131,477
6411,Twitter,4208,Content of post #6411 on Twitter,2024-08-22,3955,49,341
6412,Twitter,2462,Content of post #6412 on Twitter,2023-04-30,2397,92,350
6413,Instagram,3073,Content of post #6413 on Instagram,2023-06-26,3918,151,489
6414,TikTok,2168,Content of post #6414 on TikTok,2024-09-05,3696,131,327
6415,TikTok,1935,Content of post #6415 on TikTok,2024-07-08,3126,152,436
6416,Twitter,3894,Content of post #6416 on Twitter,2024-01-06,3189,92,73
6417,LinkedIn,4492,Content of post #6417 on LinkedIn,2024-05-26,615,148,35
6418,Twitter,3944,Content of post #6418 on Twitter,2024-07-15,3052,43,438
6419,Facebook,4331,Content of post #6419 on Facebook,2023-03-07,2305,117,25
6420,Facebook,2298,Content of post #6420 on Facebook,2023-01-28,1035,107,158
6421,LinkedIn,1929,Content of post #6421 on LinkedIn,2024-11-10,1857,199,31
6422,Twitter,1566,Content of post #6422 on Twitter,2024-07-12,3495,149,268
6423,Twitter,2268,Content of post #6423 on Twitter,2023-02-28,2157,108,280
6424,TikTok,401,Content of post #6424 on TikTok,2024-06-03,3927,41,15
6425,LinkedIn,2919,Content of post #6425 on LinkedIn,2023-08-17,728,181,221
6426,Instagram,3855,Content of post #6426 on Instagram,2024-08-02,2482,193,474
6427,TikTok,3214,Content of post #6427 on TikTok,2024-07-09,2522,30,143
6428,Twitter,4888,Content of post #6428 on Twitter,2024-06-11,3071,155,109
6429,Instagram,3305,Content of post #6429 on Instagram,2024-01-19,3057,165,244
6430,Facebook,219,Content of post #6430 on Facebook,2023-11-26,1005,24,391
6431,TikTok,2578,Content of post #6431 on TikTok,2025-01-15,997,127,146
6432,TikTok,1999,Content of post #6432 on TikTok,2024-09-11,4030,149,151
6433,LinkedIn,2838,Content of post #6433 on LinkedIn,2024-10-01,3402,179,255
6434,Instagram,3686,Content of post #6434 on Instagram,2025-01-10,4680,45,303
6435,Facebook,1809,Content of post #6435 on Facebook,2023-12-22,4190,34,335
6436,Facebook,4597,Content of post #6436 on Facebook,2023-03-04,3870,169,8
6437,Facebook,2834,Content of post #6437 on Facebook,2024-09-04,1272,139,111
6438,Twitter,4655,Content of post #6438 on Twitter,2024-09-14,347,21,53
6439,Twitter,514,Content of post #6439 on Twitter,2024-02-14,2647,131,199
6440,LinkedIn,521,Content of post #6440 on LinkedIn,2023-01-13,4461,111,442
6441,TikTok,4463,Content of post #6441 on TikTok,2023-08-28,2509,74,245
6442,TikTok,3644,Content of post #6442 on TikTok,2024-05-31,2281,171,60
6443,TikTok,339,Content of post #6443 on TikTok,2024-06-20,3510,8,7
6444,TikTok,2328,Content of post #6444 on TikTok,2024-01-14,1085,186,271
6445,Facebook,4822,Content of post #6445 on Facebook,2023-02-23,1746,143,78
6446,Instagram,2776,Content of post #6446 on Instagram,2024-01-23,2808,99,310
6447,Facebook,202,Content of post #6447 on Facebook,2024-10-15,2279,82,390
6448,Facebook,2530,Content of post #6448 on Facebook,2024-07-05,2519,98,288
6449,TikTok,3210,Content of post #6449 on TikTok,2023-05-05,733,64,62
6450,Instagram,4358,Content of post #6450 on Instagram,2024-02-02,1823,157,305
6451,Twitter,698,Content of post #6451 on Twitter,2023-01-07,2709,77,170
6452,TikTok,2617,Content of post #6452 on TikTok,2024-08-14,1152,23,408
6453,Instagram,1396,Content of post #6453 on Instagram,2023-09-04,1242,166,441
6454,Instagram,3718,Content of post #6454 on Instagram,2023-10-03,269,137,277
6455,Instagram,2134,Content of post #6455 on Instagram,2023-09-14,1600,77,120
6456,TikTok,11,Content of post #6456 on TikTok,2023-01-16,1722,140,337
6457,Instagram,817,Content of post #6457 on Instagram,2023-10-11,4083,27,387
6458,Facebook,1210,Content of post #6458 on Facebook,2024-04-17,4337,3,69
6459,Facebook,4472,Content of post #6459 on Facebook,2024-10-01,2808,16,199
6460,Instagram,3315,Content of post #6460 on Instagram,2023-08-27,4322,57,8
6461,Twitter,4536,Content of post #6461 on Twitter,2024-08-23,1560,85,439
6462,Facebook,4716,Content of post #6462 on Facebook,2025-01-24,884,130,280
6463,Facebook,4737,Content of post #6463 on Facebook,2023-11-04,2351,152,381
6464,Instagram,3087,Content of post #6464 on Instagram,2023-06-18,1711,109,172
6465,TikTok,1057,Content of post #6465 on TikTok,2024-03-12,3103,168,66
6466,LinkedIn,2424,Content of post #6466 on LinkedIn,2024-03-21,4703,63,379
6467,Facebook,1327,Content of post #6467 on Facebook,2023-08-17,4904,99,487
6468,TikTok,2140,Content of post #6468 on TikTok,2023-10-15,1586,9,174
6469,Facebook,94,Content of post #6469 on Facebook,2024-04-10,469,153,23
6470,TikTok,3238,Content of post #6470 on TikTok,2024-12-17,4102,113,150
6471,Facebook,3708,Content of post #6471 on Facebook,2024-03-11,1747,88,278
6472,TikTok,2508,Content of post #6472 on TikTok,2024-12-19,1174,78,381
6473,LinkedIn,1823,Content of post #6473 on LinkedIn,2024-01-22,278,196,468
6474,LinkedIn,2317,Content of post #6474 on LinkedIn,2024-09-30,3585,30,473
6475,Instagram,1274,Content of post #6475 on Instagram,2023-03-20,1509,117,460
6476,LinkedIn,4269,Content of post #6476 on LinkedIn,2023-12-23,2655,106,187
6477,LinkedIn,3729,Content of post #6477 on LinkedIn,2023-03-01,1702,84,35
6478,Twitter,4016,Content of post #6478 on Twitter,2025-02-04,295,39,329
6479,Twitter,3179,Content of post #6479 on Twitter,2023-05-10,4364,123,367
6480,Facebook,3372,Content of post #6480 on Facebook,2024-07-22,661,31,0
6481,Twitter,1331,Content of post #6481 on Twitter,2025-02-06,3817,67,19
6482,Twitter,2913,Content of post #6482 on Twitter,2023-10-19,1209,155,261
6483,TikTok,4161,Content of post #6483 on TikTok,2023-10-20,1551,132,170
6484,Facebook,2636,Content of post #6484 on Facebook,2023-05-15,4391,109,351
6485,TikTok,4263,Content of post #6485 on TikTok,2023-10-21,1896,80,246
6486,Instagram,216,Content of post #6486 on Instagram,2024-12-02,214,34,378
6487,Facebook,1065,Content of post #6487 on Facebook,2023-04-26,3163,66,24
6488,Instagram,2211,Content of post #6488 on Instagram,2024-12-05,4640,26,353
6489,LinkedIn,3074,Content of post #6489 on LinkedIn,2024-04-16,1457,0,158
6490,TikTok,1234,Content of post #6490 on TikTok,2025-01-02,820,162,72
6491,Facebook,1965,Content of post #6491 on Facebook,2024-10-22,3825,74,495
6492,Facebook,320,Content of post #6492 on Facebook,2024-10-27,60,191,475
6493,Facebook,4882,Content of post #6493 on Facebook,2024-12-16,116,148,291
6494,TikTok,1217,Content of post #6494 on TikTok,2024-02-23,2261,75,358
6495,Instagram,3212,Content of post #6495 on Instagram,2024-09-18,2138,106,40
6496,Instagram,4162,Content of post #6496 on Instagram,2024-05-18,1899,18,444
6497,Facebook,3424,Content of post #6497 on Facebook,2023-08-24,287,55,253
6498,LinkedIn,4151,Content of post #6498 on LinkedIn,2024-09-14,4768,53,75
6499,Twitter,4776,Content of post #6499 on Twitter,2024-06-10,941,183,24
6500,LinkedIn,4572,Content of post #6500 on LinkedIn,2024-10-03,59,170,38
6501,Instagram,442,Content of post #6501 on Instagram,2023-11-19,4070,90,477
6502,Facebook,2413,Content of post #6502 on Facebook,2024-02-08,3766,176,96
6503,Twitter,3,Content of post #6503 on Twitter,2023-01-11,2118,63,255
6504,Facebook,4242,Content of post #6504 on Facebook,2023-01-13,2486,69,119
6505,LinkedIn,4907,Content of post #6505 on LinkedIn,2023-04-06,1711,16,60
6506,Instagram,2955,Content of post #6506 on Instagram,2024-04-07,435,71,429
6507,TikTok,2378,Content of post #6507 on TikTok,2023-12-01,2170,5,169
6508,TikTok,1482,Content of post #6508 on TikTok,2023-03-25,4111,22,341
6509,TikTok,3811,Content of post #6509 on TikTok,2023-06-24,1634,67,29
6510,LinkedIn,4480,Content of post #6510 on LinkedIn,2024-12-25,821,0,295
6511,TikTok,4340,Content of post #6511 on TikTok,2023-02-28,2573,48,456
6512,LinkedIn,2306,Content of post #6512 on LinkedIn,2023-05-06,1694,118,79
6513,LinkedIn,923,Content of post #6513 on LinkedIn,2023-07-06,4978,74,500
6514,TikTok,4527,Content of post #6514 on TikTok,2023-11-24,2613,109,46
6515,LinkedIn,2748,Content of post #6515 on LinkedIn,2023-04-12,4775,32,79
6516,TikTok,4011,Content of post #6516 on TikTok,2023-10-27,1067,149,240
6517,Twitter,2883,Content of post #6517 on Twitter,2023-08-25,1838,59,7
6518,Facebook,2793,Content of post #6518 on Facebook,2023-09-22,1743,147,110
6519,Instagram,3288,Content of post #6519 on Instagram,2024-04-30,999,165,103
6520,Instagram,1630,Content of post #6520 on Instagram,2023-09-12,2033,199,384
6521,Twitter,3986,Content of post #6521 on Twitter,2023-06-17,622,165,177
6522,Twitter,3684,Content of post #6522 on Twitter,2023-10-28,1052,43,194
6523,LinkedIn,4373,Content of post #6523 on LinkedIn,2024-08-12,3835,64,485
6524,LinkedIn,1338,Content of post #6524 on LinkedIn,2023-02-20,3381,26,492
6525,Instagram,4635,Content of post #6525 on Instagram,2023-06-28,1530,40,106
6526,Twitter,1204,Content of post #6526 on Twitter,2023-01-30,3545,198,201
6527,Instagram,1363,Content of post #6527 on Instagram,2025-01-23,4501,15,429
6528,Instagram,1295,Content of post #6528 on Instagram,2023-05-21,2961,73,2
6529,TikTok,1939,Content of post #6529 on TikTok,2023-05-13,1264,115,6
6530,Facebook,2840,Content of post #6530 on Facebook,2024-08-15,1088,100,115
6531,LinkedIn,3019,Content of post #6531 on LinkedIn,2024-02-03,1027,23,251
6532,LinkedIn,998,Content of post #6532 on LinkedIn,2024-03-20,1385,172,129
6533,Instagram,4443,Content of post #6533 on Instagram,2023-04-13,734,64,96
6534,TikTok,3602,Content of post #6534 on TikTok,2023-05-28,2994,137,257
6535,Facebook,1830,Content of post #6535 on Facebook,2023-04-25,1931,75,414
6536,Instagram,2102,Content of post #6536 on Instagram,2024-06-28,1117,167,337
6537,Facebook,1282,Content of post #6537 on Facebook,2024-09-11,1908,100,471
6538,Instagram,22,Content of post #6538 on Instagram,2023-02-07,662,77,2
6539,Instagram,1648,Content of post #6539 on Instagram,2024-08-11,4439,167,256
6540,LinkedIn,2272,Content of post #6540 on LinkedIn,2024-12-04,3305,170,293
6541,Twitter,745,Content of post #6541 on Twitter,2023-07-06,2062,7,221
6542,LinkedIn,4572,Content of post #6542 on LinkedIn,2025-01-02,2525,26,334
6543,Twitter,4855,Content of post #6543 on Twitter,2024-09-04,4398,68,102
6544,Twitter,2443,Content of post #6544 on Twitter,2024-08-16,295,169,110
6545,LinkedIn,1302,Content of post #6545 on LinkedIn,2024-09-13,1459,144,455
6546,LinkedIn,1985,Content of post #6546 on LinkedIn,2024-02-26,1591,89,239
6547,Twitter,3896,Content of post #6547 on Twitter,2024-08-16,3861,43,111
6548,LinkedIn,4607,Content of post #6548 on LinkedIn,2023-12-05,3421,11,47
6549,Instagram,392,Content of post #6549 on Instagram,2023-10-03,78,164,377
6550,Facebook,2525,Content of post #6550 on Facebook,2023-02-18,4559,168,11
6551,Facebook,3528,Content of post #6551 on Facebook,2023-09-26,3478,190,159
6552,LinkedIn,3534,Content of post #6552 on LinkedIn,2023-11-07,4841,14,114
6553,Facebook,2037,Content of post #6553 on Facebook,2023-08-12,2122,147,3
6554,Facebook,519,Content of post #6554 on Facebook,2025-01-15,807,131,159
6555,Twitter,3274,Content of post #6555 on Twitter,2024-06-17,2399,44,53
6556,Instagram,1000,Content of post #6556 on Instagram,2023-08-11,3999,199,183
6557,Twitter,2082,Content of post #6557 on Twitter,2024-04-10,3232,116,7
6558,LinkedIn,2009,Content of post #6558 on LinkedIn,2023-04-20,3860,97,339
6559,TikTok,3956,Content of post #6559 on TikTok,2024-02-24,1193,14,106
6560,Instagram,3698,Content of post #6560 on Instagram,2024-11-07,1444,188,466
6561,LinkedIn,1546,Content of post #6561 on LinkedIn,2024-12-04,4934,192,180
6562,Twitter,4194,Content of post #6562 on Twitter,2025-01-21,3787,130,213
6563,Facebook,1805,Content of post #6563 on Facebook,2024-02-24,2382,135,45
6564,Instagram,4125,Content of post #6564 on Instagram,2023-07-02,3327,102,178
6565,Twitter,1254,Content of post #6565 on Twitter,2023-05-18,3670,12,341
6566,Facebook,3634,Content of post #6566 on Facebook,2023-07-01,1206,15,70
6567,Facebook,3876,Content of post #6567 on Facebook,2023-08-21,1442,65,161
6568,Instagram,4352,Content of post #6568 on Instagram,2023-08-29,3876,81,294
6569,Facebook,2455,Content of post #6569 on Facebook,2024-11-04,2246,58,451
6570,LinkedIn,1852,Content of post #6570 on LinkedIn,2024-06-14,2230,71,308
6571,Twitter,456,Content of post #6571 on Twitter,2024-06-27,2340,179,482
6572,TikTok,1371,Content of post #6572 on TikTok,2023-03-21,2802,54,375
6573,Instagram,4473,Content of post #6573 on Instagram,2024-01-01,1517,107,362
6574,LinkedIn,2477,Content of post #6574 on LinkedIn,2023-07-05,4816,187,434
6575,TikTok,2330,Content of post #6575 on TikTok,2023-12-01,4363,137,412
6576,LinkedIn,1313,Content of post #6576 on LinkedIn,2023-07-15,3120,186,308
6577,LinkedIn,4604,Content of post #6577 on LinkedIn,2024-06-11,2850,70,120
6578,Twitter,3735,Content of post #6578 on Twitter,2024-09-30,3054,135,229
6579,Twitter,1560,Content of post #6579 on Twitter,2024-10-17,345,157,99
6580,LinkedIn,1581,Content of post #6580 on LinkedIn,2023-02-11,1802,150,283
6581,Twitter,2864,Content of post #6581 on Twitter,2024-03-09,3020,21,340
6582,TikTok,3699,Content of post #6582 on TikTok,2023-08-14,4591,79,115
6583,LinkedIn,3503,Content of post #6583 on LinkedIn,2024-03-29,4456,152,151
6584,Twitter,694,Content of post #6584 on Twitter,2024-08-25,4111,56,495
6585,LinkedIn,827,Content of post #6585 on LinkedIn,2024-08-25,1326,52,306
6586,TikTok,2853,Content of post #6586 on TikTok,2024-07-04,1110,106,475
6587,Facebook,3433,Content of post #6587 on Facebook,2023-02-06,1383,142,331
6588,Facebook,4562,Content of post #6588 on Facebook,2024-10-25,1735,48,128
6589,Facebook,134,Content of post #6589 on Facebook,2023-02-27,3022,6,404
6590,Instagram,2622,Content of post #6590 on Instagram,2023-10-15,924,149,174
6591,LinkedIn,564,Content of post #6591 on LinkedIn,2023-09-03,2868,9,289
6592,Instagram,1172,Content of post #6592 on Instagram,2023-04-07,3989,6,186
6593,Twitter,4115,Content of post #6593 on Twitter,2023-01-18,1885,94,403
6594,TikTok,1556,Content of post #6594 on TikTok,2023-04-23,1783,186,182
6595,Twitter,507,Content of post #6595 on Twitter,2024-10-24,1405,65,59
6596,Twitter,1983,Content of post #6596 on Twitter,2024-08-08,2039,24,97
6597,Twitter,3338,Content of post #6597 on Twitter,2023-11-02,563,164,127
6598,Twitter,546,Content of post #6598 on Twitter,2023-04-20,1669,139,235
6599,LinkedIn,2415,Content of post #6599 on LinkedIn,2024-06-30,4399,43,259
6600,Facebook,178,Content of post #6600 on Facebook,2025-01-24,3577,89,290
6601,Instagram,4954,Content of post #6601 on Instagram,2024-01-22,3206,193,193
6602,Facebook,674,Content of post #6602 on Facebook,2023-09-02,2863,119,226
6603,Twitter,258,Content of post #6603 on Twitter,2023-12-02,1173,127,301
6604,LinkedIn,2090,Content of post #6604 on LinkedIn,2024-04-27,344,38,375
6605,Facebook,4428,Content of post #6605 on Facebook,2023-02-27,4301,123,469
6606,TikTok,1807,Content of post #6606 on TikTok,2025-01-27,1349,171,379
6607,LinkedIn,3947,Content of post #6607 on LinkedIn,2024-01-02,1221,158,494
6608,Facebook,1005,Content of post #6608 on Facebook,2023-12-29,2266,7,375
6609,Facebook,4332,Content of post #6609 on Facebook,2024-10-04,4588,154,146
6610,Twitter,3158,Content of post #6610 on Twitter,2024-03-16,2172,15,52
6611,Twitter,3719,Content of post #6611 on Twitter,2023-02-03,3409,20,131
6612,Instagram,3142,Content of post #6612 on Instagram,2024-03-26,3518,161,71
6613,Twitter,3738,Content of post #6613 on Twitter,2024-07-25,4403,64,326
6614,Instagram,2779,Content of post #6614 on Instagram,2024-06-21,4452,2,149
6615,Twitter,4960,Content of post #6615 on Twitter,2023-09-28,2666,7,369
6616,LinkedIn,1840,Content of post #6616 on LinkedIn,2024-10-04,3564,136,77
6617,Instagram,4429,Content of post #6617 on Instagram,2023-07-05,1047,91,178
6618,LinkedIn,3518,Content of post #6618 on LinkedIn,2023-10-31,2283,44,290
6619,TikTok,4627,Content of post #6619 on TikTok,2024-08-20,3746,58,285
6620,TikTok,3061,Content of post #6620 on TikTok,2023-11-05,3939,103,265
6621,Instagram,3532,Content of post #6621 on Instagram,2024-05-16,2506,185,368
6622,Instagram,2384,Content of post #6622 on Instagram,2024-10-26,3135,66,175
6623,Facebook,4400,Content of post #6623 on Facebook,2023-12-11,3051,44,65
6624,Instagram,2680,Content of post #6624 on Instagram,2025-01-06,3857,161,440
6625,LinkedIn,4933,Content of post #6625 on LinkedIn,2024-10-04,4841,115,391
6626,Twitter,4608,Content of post #6626 on Twitter,2024-10-17,1047,179,171
6627,TikTok,2810,Content of post #6627 on TikTok,2023-05-30,3373,49,343
6628,Facebook,689,Content of post #6628 on Facebook,2024-11-05,4210,179,345
6629,Facebook,712,Content of post #6629 on Facebook,2024-07-31,292,194,335
6630,Instagram,2460,Content of post #6630 on Instagram,2023-06-15,2678,175,269
6631,LinkedIn,3179,Content of post #6631 on LinkedIn,2023-04-20,3983,120,355
6632,LinkedIn,2428,Content of post #6632 on LinkedIn,2023-01-27,4146,170,344
6633,Facebook,2355,Content of post #6633 on Facebook,2023-01-18,3797,101,458
6634,Twitter,1887,Content of post #6634 on Twitter,2025-02-02,4015,66,415
6635,LinkedIn,2301,Content of post #6635 on LinkedIn,2023-09-03,3467,166,117
6636,Twitter,912,Content of post #6636 on Twitter,2024-03-27,3147,27,2
6637,TikTok,4580,Content of post #6637 on TikTok,2024-09-15,958,46,171
6638,Instagram,2628,Content of post #6638 on Instagram,2023-02-09,3230,16,200
6639,Facebook,4941,Content of post #6639 on Facebook,2024-09-08,88,108,211
6640,Instagram,450,Content of post #6640 on Instagram,2023-11-10,1393,108,116
6641,Instagram,308,Content of post #6641 on Instagram,2024-11-24,3338,130,119
6642,Twitter,1739,Content of post #6642 on Twitter,2023-06-12,110,15,361
6643,Facebook,2954,Content of post #6643 on Facebook,2023-06-28,3731,16,486
6644,Facebook,4895,Content of post #6644 on Facebook,2024-11-27,2425,172,396
6645,Instagram,3917,Content of post #6645 on Instagram,2023-08-16,604,74,123
6646,Twitter,2561,Content of post #6646 on Twitter,2023-08-03,304,128,45
